-101,3,-3,1,2,-11,0,1,12,29,12,11.045361017187261,
63,3,-3,0,1,-12,0,1,12,30,12,12.041594578792296,
-97,3,-4,1,2,-12,0,2,11,32,11,12.165525060596439,
-95,3,-3,1,2,-13,-1,2,9,35,9,13.19090595827292,
-93,3,-3,1,2,-13,-1,2,8,37,8,13.19090595827292,
-91,3,-3,0,1,-14,-1,3,6,39,6,14.352700094407323,
-89,3,-3,1,2,-14,-1,3,4,41,4,14.352700094407323,
-87,3,-3,1,0,-15,-2,3,2,43,2,15.427248620541512,
-84,3,-4,0,1,-16,-2,3,0,47,0,16.401219466856727,
-82,3,-4,1,1,-17,-2,4,-2,49,-2,17.578395831246947,
-80,3,-4,1,1,-18,-3,4,-4,51,-4,18.681541692269406,
-78,3,-4,1,1,-18,-3,5,-6,53,-6,18.920887928424502,
-76,3,-5,1,1,-19,-3,5,-8,55,-8,19.87460691435179,
-72,3,-5,1,2,-20,-3,5,-11,58,-11,20.83266665599966,
-70,3,-4,1,2,-21,-3,6,-13,60,-13,22.045407685048602,
-68,3,-5,1,1,-22,-3,6,-14,62,-14,23.0,
-66,3,-5,0,2,-23,-4,7,-16,64,-16,24.372115213907882,
-64,3,-6,0,2,-24,-4,7,-18,66,-18,25.317977802344327,
-62,3,-5,0,2,-25,-4,8,-21,70,-21,26.551836094703507,
-60,3,-6,1,3,-26,-4,8,-23,73,-23,27.49545416973504,
-58,3,-5,0,3,-26,-4,8,-24,76,-24,27.49545416973504,
-56,3,-6,0,2,-27,-4,9,-26,79,-26,28.74021572639983,
-54,3,-6,1,3,-28,-4,9,-27,82,-27,29.68164415931166,
-52,3,-7,0,3,-29,-4,9,-30,87,-30,30.62678566222711,
-50,3,-6,0,3,-30,-3,9,-31,91,-31,31.464265445104548,
-48,3,-6,1,2,-31,-3,10,-32,96,-32,32.71085446759225,
-46,3,-6,1,2,-31,-3,10,-34,100,-34,32.71085446759225,
-44,3,-7,1,2,-32,-3,10,-35,105,-35,33.66006535941367,
-41,3,-7,1,3,-32,-3,10,-38,112,-38,33.66006535941367,
-37,3,-6,1,3,-33,-3,10,-39,116,-39,34.61213659975356,
-35,3,-7,0,2,-33,-3,10,-41,121,-41,34.61213659975356,
-33,3,-7,1,2,-34,-2,10,-42,126,-42,35.4964786985977,
-31,3,-7,1,3,-34,-2,10,-44,127,-44,35.4964786985977,
-29,3,-7,0,2,-34,-2,10,-47,127,-47,35.4964786985977,
-27,3,-7,1,2,-35,-2,10,-49,127,-49,36.45545226711637,
-25,3,-7,1,3,-35,-2,10,-51,127,-51,36.45545226711637,
-23,3,-7,1,2,-35,-1,10,-52,127,-52,36.41428291206625,
-21,3,-7,1,2,-35,-1,10,-54,127,-54,36.41428291206625,
-19,3,-7,1,2,-36,-1,10,-57,127,-57,37.376463182061514,
-17,3,-7,1,2,-36,-1,9,-59,127,-59,37.12142238654117,
-15,3,-7,1,2,-36,-1,9,-61,127,-61,37.12142238654117,
-13,3,-7,2,2,-37,0,9,-63,127,-63,38.07886552931954,
-11,3,-8,1,2,-37,0,9,-65,127,-65,38.07886552931954,
-9,3,-7,2,2,-38,0,8,-68,127,-68,38.8329756778952,
-5,3,-7,1,1,-38,0,8,-69,127,-69,38.8329756778952,
-3,3,-8,1,1,-38,0,7,-71,127,-71,38.63935817272331,
0,3,-7,2,2,-39,1,7,-72,127,-72,39.63584236521283,
2,3,-7,2,2,-39,1,7,-74,127,-74,39.63584236521283,
4,3,-7,1,2,-39,2,6,-75,127,-75,39.50949253027682,
6,3,-8,2,2,-38,2,6,-76,127,-76,38.52272056851645,
8,3,-7,1,2,-38,2,6,-77,127,-77,38.52272056851645,
10,3,-7,2,1,-38,2,6,-78,127,-78,38.52272056851645,
12,3,-7,2,2,-38,2,6,-78,127,-78,38.52272056851645,
14,3,-8,2,2,-37,2,6,-78,127,-78,37.53664875824692,
16,3,-7,2,1,-37,2,6,-78,127,-78,37.53664875824692,
18,3,-7,1,2,-37,2,6,-78,127,-78,37.53664875824692,
20,3,-7,1,1,-37,2,6,-77,127,-77,37.53664875824692,
22,3,-7,1,2,-37,2,6,-76,127,-76,37.53664875824692,
24,3,-7,1,2,-37,1,6,-74,127,-74,37.49666651850535,
28,3,-7,1,2,-36,0,7,-72,127,-72,36.6742416417845,
30,3,-7,1,2,-36,0,7,-71,127,-71,36.6742416417845,
32,3,-6,1,2,-36,0,7,-70,127,-70,36.6742416417845,
34,3,-7,0,2,-36,-2,8,-69,127,-69,36.932370625238775,
36,3,-7,0,2,-36,-3,8,-68,127,-68,37.0,
