122,3,-2,1,-1,-5,6,-8,-25,23,-25,11.180339887498949,
124,3,-3,2,-1,-5,6,-8,-25,21,-25,11.180339887498949,
126,3,-2,2,-1,-5,6,-8,-25,18,-25,11.180339887498949,
63,3,-2,2,-1,-5,6,-8,-25,16,-25,11.180339887498949,
-125,3,-3,2,0,-5,6,-9,-24,13,-24,11.916375287812984,
-123,3,-2,2,0,-5,6,-9,-23,10,-23,11.916375287812984,
-121,3,-2,2,-1,-5,6,-9,-23,7,-23,11.916375287812984,
-119,3,-2,2,0,-5,6,-9,-22,4,-22,11.916375287812984,
63,3,-2,1,0,-5,6,-9,-21,1,-21,11.916375287812984,
63,3,-3,1,-1,-5,7,-9,-20,0,-20,12.449899597988733,
-111,3,-3,1,-1,-5,7,-9,-19,-4,-19,12.449899597988733,
-109,3,-3,2,-1,-5,6,-9,-18,-7,-18,11.916375287812984,
-107,3,-3,1,-1,-5,7,-9,-16,-10,-16,12.449899597988733,
-105,3,-2,2,0,-6,6,-9,-15,-12,-15,12.36931687685298,
-103,3,-3,2,0,-6,6,-9,-14,-14,-14,12.36931687685298,
-101,3,-3,2,0,-6,6,-10,-13,-18,-13,13.114877048604,
63,3,-3,1,-1,-6,6,-9,-11,-20,-11,12.36931687685298,
-97,3,-3,2,0,-6,6,-9,-10,-22,-10,12.36931687685298,
-95,3,-2,1,-1,-6,6,-10,-9,-23,-9,13.114877048604,
-93,3,-3,1,0,-6,6,-9,-8,-25,-8,12.36931687685298,
-91,3,-3,2,0,-6,6,-9,-6,-26,-6,12.36931687685298,
-89,3,-3,1,-1,-6,6,-9,-5,-28,-5,12.36931687685298,
-87,3,-3,2,-1,-7,6,-9,-4,-28,-4,12.884098726725126,
-82,3,-3,1,0,-7,6,-9,-4,-29,-4,12.884098726725126,
-80,3,-3,2,0,-7,6,-9,-3,-30,-3,12.884098726725126,
-78,3,-2,2,0,-7,5,-9,-2,-31,-2,12.449899597988733,
-76,3,-3,2,0,-7,5,-9,-1,-31,-1,12.449899597988733,
-74,3,-2,1,0,-7,5,-8,0,-31,0,11.74734012447073,
