104,3,-3,0,1,-9,2,-4,-8,10,-8,10.04987562112089,
106,3,-3,1,1,-10,2,-4,-10,14,-10,10.954451150103322,
108,3,-3,0,0,-10,2,-4,-11,17,-11,10.954451150103322,
110,3,-3,1,1,-10,2,-4,-12,20,-12,10.954451150103322,
112,3,-4,1,1,-11,2,-4,-13,23,-13,11.874342087037917,
114,3,-4,0,1,-11,2,-4,-14,26,-14,11.874342087037917,
116,3,-3,1,1,-11,2,-4,-15,31,-15,11.874342087037917,
118,3,-3,0,0,-12,2,-5,-15,34,-15,13.152946437965905,
120,3,-4,1,1,-12,2,-5,-16,38,-16,13.152946437965905,
122,3,-3,0,1,-13,2,-5,-16,41,-16,14.071247279470288,
124,3,-4,1,0,-13,2,-5,-16,45,-16,14.071247279470288,
126,3,-3,0,0,-14,2,-5,-16,50,-16,15.0,
63,3,-4,1,0,-14,2,-5,-16,53,-16,15.0,
-125,3,-4,1,0,-14,2,-6,-16,56,-16,15.362291495737216,
-123,3,-4,1,0,-14,2,-6,-15,60,-15,15.362291495737216,
-121,3,-4,1,0,-15,2,-6,-14,63,-14,16.278820596099706,
-117,3,-4,1,0,-16,2,-6,-13,68,-13,17.204650534085253,
63,3,-5,1,1,-16,2,-6,-11,71,-11,17.204650534085253,
63,3,-4,1,0,-17,2,-6,-10,74,-10,18.138357147217054,
-111,3,-5,1,0,-18,2,-6,-9,77,-9,19.078784028338912,
-109,3,-5,1,0,-19,2,-6,-7,79,-7,20.024984394500787,
-107,3,-5,1,1,-21,3,-5,-4,82,-4,21.79449471770337,
-105,3,-6,1,0,-22,3,-5,-2,84,-2,22.759613353482084,
-103,3,-6,1,0,-24,3,-5,0,85,0,24.698178070456937,
-101,3,-6,1,1,-25,3,-5,1,85,1,25.67099530598687,
63,3,-6,1,1,-26,3,-5,3,85,3,26.645825188948457,
-97,3,-7,1,0,-28,3,-4,7,85,7,28.442925306655784,
-95,3,-7,1,0,-30,3,-4,9,84,9,30.4138126514911,
-93,3,-7,1,0,-31,3,-4,12,83,12,31.400636936215164,
-91,3,-7,1,0,-32,3,-4,15,83,15,32.38826948140329,
-89,3,-7,1,0,-33,3,-5,18,81,18,33.51119216023208,
-84,3,-7,1,0,-34,3,-6,23,80,23,34.655446902326915,
-82,3,-6,1,0,-34,3,-6,26,80,26,34.655446902326915,
-80,3,-7,1,0,-35,3,-7,30,80,30,35.81898937714463,
-78,3,-7,1,0,-34,3,-7,34,80,34,34.84250278036869,
-76,3,-7,1,0,-34,3,-7,38,79,38,34.84250278036869,
-74,3,-7,1,-1,-34,3,-7,45,76,45,34.84250278036869,
-72,3,-7,2,0,-34,3,-7,49,74,49,34.84250278036869,
-70,3,-7,1,0,-33,3,-7,54,71,54,33.8673884437522,
-68,3,-7,1,0,-33,3,-6,59,66,59,33.67491648096547,
-66,3,-7,1,0,-33,2,-6,64,61,64,33.60059523282288,
-64,3,-7,1,0,-33,1,-5,71,52,71,33.391615714128,
-62,3,-7,0,0,-33,0,-4,75,46,75,33.24154027718932,
-60,3,-7,0,0,-33,-1,-3,78,40,78,33.15116890850155,
-58,3,-8,0,0,-34,-3,-3,81,34,81,34.26368339802363,
-56,3,-7,-1,1,-34,-6,-2,83,28,83,34.583232931581165,
-52,3,-8,-1,1,-35,-9,-1,86,20,86,36.15245496505044,
-50,3,-8,-1,1,-36,-11,0,87,14,87,37.64306044943742,
-48,3,-8,-2,1,-37,-13,0,88,8,88,39.21734310225516,
-46,3,-8,-3,1,-37,-15,0,89,3,89,39.92492955535426,
-44,3,-9,-2,2,-38,-17,0,89,0,89,41.6293165929973,
-41,3,-9,-3,2,-41,-19,2,92,-3,92,45.232731511594565,
-39,3,-9,-3,1,-43,-20,2,94,-5,94,47.46577714522327,
-37,3,-9,-4,2,-44,-22,2,95,-3,95,49.23413450036468,
-35,3,-9,-4,1,-45,-23,1,99,0,99,50.547007824400445,
-33,3,-9,-4,1,-45,-23,0,102,5,102,50.53711507397311,
-31,3,-9,-4,2,-43,-22,1,105,17,105,48.31148931672465,
-29,3,-8,-4,2,-42,-21,3,107,24,107,47.05316142407437,
-27,3,-4,-4,2,-40,-19,5,108,29,108,44.56455991031439,
-25,3,-2,-1,5,-28,-18,9,112,31,112,34.48187929913333,
-21,3,2,3,6,7,-12,13,-128,22,-128,19.026297590440446,
-19,3,5,6,1,14,0,47,-128,0,-128,49.040799340956916,
-17,3,0,6,-4,43,14,46,-128,-98,-128,64.50581369148055,
-15,3,3,7,-3,21,21,-1,-128,-128,-128,29.715315916207253,
-13,3,8,12,-7,14,12,-1,-128,-128,-128,18.466185312619388,
-11,3,11,21,-16,51,46,-9,-128,-128,-128,69.26759704219572,
-9,3,18,33,-21,73,95,-62,-128,-128,-128,134.89996293550269,
-7,3,15,40,-14,103,127,-117,-128,-128,-128,201.06466621462857,
-5,3,3,26,-8,104,127,63,-128,-128,-128,175.82377541163197,
-3,3,-8,12,-1,52,127,-118,-128,-128,-128,180.98894993893964,
0,3,-14,2,-2,-30,112,-40,-128,-128,-128,122.65398485169571,
2,3,-17,-4,-5,-73,9,-43,-128,-128,-128,85.19976525789258,
4,3,-15,1,-6,63,-32,-79,-128,-60,-128,105.99056561788883,
6,3,-10,4,-7,-90,-17,-82,-128,99,-128,122.93494214420895,
