0,3,-1,1,2,3,1,10,-59,-22,-59,10.488088481701515,
38,3,0,2,2,3,1,10,-58,-24,-58,10.488088481701515,
40,3,-1,1,2,3,1,10,-58,-26,-58,10.488088481701515,
43,3,0,1,1,4,1,10,-56,-29,-56,10.816653826391969,
45,3,0,1,2,4,1,10,-55,-31,-55,10.816653826391969,
47,3,0,2,1,4,1,11,-54,-33,-54,11.74734012447073,
51,3,-1,1,2,4,1,11,-52,-34,-52,11.74734012447073,
53,3,0,1,2,4,1,11,-51,-35,-51,11.74734012447073,
55,3,-1,1,2,4,1,11,-48,-36,-48,11.74734012447073,
57,3,-1,1,2,4,1,11,-48,-36,-48,11.74734012447073,
59,3,0,1,2,4,0,11,-46,-36,-46,11.704699910719626,
61,3,-1,1,3,4,0,11,-44,-35,-44,11.704699910719626,
61,3,-1,1,3,4,0,11,-44,-35,-44,11.704699910719626,
65,3,-1,1,3,4,0,12,-39,-33,-39,12.649110640673518,
67,3,-1,1,3,4,0,12,-37,-32,-37,12.649110640673518,
69,3,0,1,3,5,0,12,-34,-30,-34,13.0,
71,3,0,1,2,5,0,12,-32,-28,-32,13.0,
73,3,0,1,3,5,0,12,-29,-27,-29,13.0,
75,3,0,1,3,5,0,12,-24,-25,-24,13.0,
77,3,0,1,3,5,0,12,-21,-23,-21,13.0,
81,3,-1,1,2,5,0,12,-17,-21,-17,13.0,
83,3,-1,1,2,5,0,12,-14,-20,-14,13.0,
86,3,-1,1,2,5,0,12,-8,-17,-8,13.0,
88,3,-1,2,3,5,0,12,-4,-16,-4,13.0,
90,3,0,2,3,6,0,12,0,-14,0,13.416407864998739,
92,3,0,2,2,6,0,12,3,-13,3,13.416407864998739,
94,3,-1,1,2,6,0,12,7,-12,7,13.416407864998739,
96,3,-1,1,2,6,0,11,13,-10,13,12.529964086141668,
98,3,0,1,2,6,0,11,17,-10,17,12.529964086141668,
100,3,0,1,2,6,0,11,21,-9,21,12.529964086141668,
102,3,0,2,2,6,0,11,26,-9,26,12.529964086141668,
104,3,0,1,2,6,1,11,30,-8,30,12.569805089976535,
106,3,0,2,2,6,1,11,37,-7,37,12.569805089976535,
108,3,0,1,2,6,1,11,41,-7,41,12.569805089976535,
112,3,0,1,2,6,1,10,46,-6,46,11.704699910719626,
114,3,0,1,2,6,1,10,50,-5,50,11.704699910719626,
116,3,-1,1,2,5,1,10,53,-4,53,11.224972160321824,
118,3,0,2,2,5,1,10,58,-2,58,11.224972160321824,
120,3,0,2,2,5,1,9,61,-1,61,10.344080432788601,
122,3,-1,2,2,5,1,9,64,-1,64,10.344080432788601,
124,3,-1,2,2,5,1,9,66,0,66,10.344080432788601,
126,3,0,1,2,5,0,9,69,0,69,10.295630140987,
63,3,0,1,2,5,0,8,73,0,73,9.433981132056603,
131,3,0,1,2,5,0,8,76,0,76,9.433981132056603,
133,3,0,2,2,5,0,8,79,0,79,9.433981132056603,
135,3,0,1,2,4,0,8,81,0,81,8.94427190999916,
137,3,-1,1,1,4,0,7,84,0,84,8.06225774829855,
139,3,-1,2,1,4,0,7,88,-1,88,8.06225774829855,
319,3,0,1,1,4,0,7,91,-1,91,8.06225774829855,
401,3,0,1,1,4,0,6,94,-2,94,7.211102550927978,
403,3,-1,1,1,4,0,6,96,-3,96,7.211102550927978,
405,3,-1,1,1,4,0,6,99,-3,99,7.211102550927978,
407,3,-1,1,1,3,0,6,103,-4,103,6.708203932499369,
409,3,0,1,2,3,0,6,105,-5,105,6.708203932499369,
411,3,-1,1,1,3,0,5,107,-5,107,5.830951894845301,
575,3,-1,1,1,3,0,5,110,-6,110,5.830951894845301,
671,3,-2,1,1,3,0,5,112,-7,112,5.830951894845301,
673,3,-1,1,1,3,0,5,116,-7,116,5.830951894845301,
675,3,-1,1,1,2,0,4,118,-7,118,4.47213595499958,
677,3,-1,1,2,2,0,4,121,-7,121,4.47213595499958,
679,3,-1,1,1,2,0,4,123,-7,123,4.47213595499958,
681,3,-1,1,1,2,0,4,126,-8,126,4.47213595499958,
684,3,0,1,1,2,0,4,-128,-7,-128,4.47213595499958,
686,3,-1,1,1,2,0,3,-128,-7,-128,3.605551275463989,
688,3,-1,1,1,1,0,3,-128,-7,-128,3.1622776601683795,
692,3,-1,1,1,1,0,3,-128,-7,-128,3.1622776601683795,
694,3,-1,1,2,1,-1,3,-128,-7,-128,3.3166247903554,
696,3,-1,1,1,1,-1,2,-128,-6,-128,2.449489742783178,
698,3,-1,1,1,0,-1,2,-128,-5,-128,2.23606797749979,
700,3,-1,1,1,0,-1,2,-128,-5,-128,2.23606797749979,
702,3,-1,1,0,0,-1,2,-128,-4,-128,2.23606797749979,
704,3,-2,1,1,0,-1,1,-128,-3,-128,1.4142135623730951,
706,3,-1,1,0,0,-1,1,-128,-1,-128,1.4142135623730951,
708,3,-1,0,1,0,-2,1,-128,0,-128,2.23606797749979,
710,3,-1,1,0,0,-2,0,-128,0,-128,2.0,
712,3,-1,1,0,0,-2,0,-128,1,-128,2.0,
714,3,-1,1,1,0,-2,0,-128,3,-128,2.0,
716,3,0,1,0,0,-2,0,-128,4,-128,2.0,
718,3,-2,1,0,0,-2,0,-128,5,-128,2.0,
720,3,-1,1,0,0,-2,0,-128,6,-128,2.0,
724,3,-2,1,0,0,-2,-1,-128,7,-128,2.23606797749979,
727,3,-1,0,0,0,-3,-1,-128,8,-128,3.1622776601683795,
729,3,-1,1,0,0,-3,-2,-128,10,-128,3.605551275463989,
731,3,-2,0,-1,0,-3,-2,-128,12,-128,3.605551275463989,
